cluster_alias,cluster,supertype,subclass,class,neurotransmitter,n_cells,mean_Kif13a,median_Kif13a,fraction_expressing
23,0407 L6b EPd Glut_3,0105 L6b EPd Glut_3,027 L6b EPd Glut,02 NP-CT-L6b Glut,Glut,1,0.0,0.0,0.0
31,0425 L6b CTX Glut_1,0110 L6b CTX Glut_1,029 L6b CTX Glut,02 NP-CT-L6b Glut,Glut,1,0.0,0.0,0.0
44,0421 L6b/CT ENT Glut_4,0109 L6b/CT ENT Glut_4,028 L6b/CT ENT Glut,02 NP-CT-L6b Glut,Glut,2,2.4507563,2.4507563,0.5
46,0412 L6b/CT ENT Glut_1,0106 L6b/CT ENT Glut_1,028 L6b/CT ENT Glut,02 NP-CT-L6b Glut,Glut,1,7.2021813,7.2021813,1.0
59,0455 L6 CT CTX Glut_5,0118 L6 CT CTX Glut_5,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,897,3.9528825,5.002236,0.7068004459308808
64,0436 L6 CT CTX Glut_1,0114 L6 CT CTX Glut_1,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,808,4.2917476,5.4465857,0.7289603960396039
65,0442 L6 CT CTX Glut_2,0115 L6 CT CTX Glut_2,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,1819,2.834752,0.0,0.47443650357339195
66,0437 L6 CT CTX Glut_1,0114 L6 CT CTX Glut_1,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,30,4.1419086,5.4998326,0.7
69,0443 L6 CT CTX Glut_2,0115 L6 CT CTX Glut_2,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,1794,2.4621155,0.0,0.41638795986622074
70,0444 L6 CT CTX Glut_2,0115 L6 CT CTX Glut_2,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,241,3.2666206,4.9071236,0.5394190871369294
72,0439 L6 CT CTX Glut_1,0114 L6 CT CTX Glut_1,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,692,3.8671296,5.1278915,0.6661849710982659
73,0450 L6 CT CTX Glut_4,0117 L6 CT CTX Glut_4,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,51,4.2233324,5.3264904,0.7254901960784313
75,0445 L6 CT CTX Glut_3,0116 L6 CT CTX Glut_3,030 L6 CT CTX Glut,02 NP-CT-L6b Glut,Glut,166,4.4077673,5.5559626,0.7469879518072289
76,0464 L5 NP CTX Glut_2,0123 L5 NP CTX Glut_2,032 L5 NP CTX Glut,02 NP-CT-L6b Glut,Glut,203,5.9481907,6.613973,0.8768472906403941
77,0465 L5 NP CTX Glut_2,0123 L5 NP CTX Glut_2,032 L5 NP CTX Glut,02 NP-CT-L6b Glut,Glut,304,3.8498201,5.8431387,0.5625
78,0466 L5 NP CTX Glut_2,0123 L5 NP CTX Glut_2,032 L5 NP CTX Glut,02 NP-CT-L6b Glut,Glut,186,3.8801146,5.6769137,0.5860215053763441
80,0468 L5 NP CTX Glut_3,0124 L5 NP CTX Glut_3,032 L5 NP CTX Glut,02 NP-CT-L6b Glut,Glut,183,5.06194,6.2564244,0.7759562841530054
81,0469 L5 NP CTX Glut_3,0124 L5 NP CTX Glut_3,032 L5 NP CTX Glut,02 NP-CT-L6b Glut,Glut,95,3.0703726,0.0,0.47368421052631576
82,0470 L5 NP CTX Glut_3,0124 L5 NP CTX Glut_3,032 L5 NP CTX Glut,02 NP-CT-L6b Glut,Glut,83,3.479229,5.0540085,0.5542168674698795
98,0055 L5 IT CTX Glut_1,0018 L5 IT CTX Glut_1,005 L5 IT CTX Glut,01 IT-ET Glut,Glut,287,2.803273,3.9873962,0.554006968641115
99,0056 L5 IT CTX Glut_1,0018 L5 IT CTX Glut_1,005 L5 IT CTX Glut,01 IT-ET Glut,Glut,1726,2.681761,3.9332752,0.5214368482039398
101,0033 L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,2,3.286291,3.286291,0.5
102,0065 L5 IT CTX Glut_5,0022 L5 IT CTX Glut_5,005 L5 IT CTX Glut,01 IT-ET Glut,Glut,225,3.589657,4.4532585,0.6888888888888889
103,0034 L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,414,3.648685,4.797393,0.6521739130434783
106,0044 L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,5,2.7520823,4.0648518,0.6
107,0045 L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,1,4.1844025,4.1844025,1.0
109,0053 L6 IT CTX Glut_5,0017 L6 IT CTX Glut_5,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,1,5.576463,5.576463,1.0
110,0054 L6 IT CTX Glut_5,0017 L6 IT CTX Glut_5,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,655,2.8876798,3.9591868,0.5862595419847328
111,0026 L5/6 IT TPE-ENT Glut_2,0008 L5/6 IT TPE-ENT Glut_2,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,Glut,156,3.8178382,4.6498556,0.75
113,0036 L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,1,4.052658,4.052658,1.0
116,0006 IT EP-CLA Glut_1,0003 IT EP-CLA Glut_1,002 IT EP-CLA Glut,01 IT-ET Glut,Glut,112,3.5670526,4.6826982,0.6428571428571429
120,0007 IT EP-CLA Glut_1,0003 IT EP-CLA Glut_1,002 IT EP-CLA Glut,01 IT-ET Glut,Glut,704,3.1261368,4.439431,0.5923295454545454
121,0008 IT EP-CLA Glut_1,0003 IT EP-CLA Glut_1,002 IT EP-CLA Glut,01 IT-ET Glut,Glut,139,2.1225147,0.0,0.4028776978417266
126,0011 IT EP-CLA Glut_1,0003 IT EP-CLA Glut_1,002 IT EP-CLA Glut,01 IT-ET Glut,Glut,55,3.424018,4.539983,0.6545454545454545
130,0003 CLA-EPd-CTX Car3 Glut_1,0001 CLA-EPd-CTX Car3 Glut_1,001 CLA-EPd-CTX Car3 Glut,01 IT-ET Glut,Glut,330,2.9551132,4.401784,0.5333333333333333
132,0046 L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,71,2.676331,4.083645,0.5211267605633803
133,0047 L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,004 L6 IT CTX Glut,01 IT-ET Glut,Glut,1,4.6642094,4.6642094,1.0
