donor_age_category,class_name,subclass_name,n_cells,n_donors,mean_Kif13a,median_Kif13a,fraction_expressing
aged,01 IT-ET Glut,007 L2/3 IT CTX Glut,13828,21,2.9314816,4.3400364,0.5417269308649117
aged,01 IT-ET Glut,008 L2/3 IT ENT Glut,3572,7,2.9650967,4.0835047,0.6041433370660694
aged,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,3252,18,2.9780898,4.2121634,0.5790282902829028
aged,01 IT-ET Glut,011 L2 IT ENT-po Glut,951,11,4.284586,5.1872373,0.7665615141955836
aged,01 IT-ET Glut,015 ENTmv-PA-COAp Glut,1125,16,4.066774,5.1175056,0.7146666666666667
aged,01 IT-ET Glut,016 CA1-ProS Glut,18159,25,3.180344,4.4517055,0.6011344237017457
aged,01 IT-ET Glut,017 CA3 Glut,1754,13,3.2739456,4.316188,0.645381984036488
aged,01 IT-ET Glut,018 L2 IT PPP-APr Glut,2658,11,3.0038018,4.27805,0.5045146726862303
aged,01 IT-ET Glut,019 L2/3 IT PPP Glut,11558,12,3.5314507,5.019905,0.6026994289669493
aged,01 IT-ET Glut,020 L2/3 IT RSP Glut,9475,15,3.9645572,5.6594033,0.6158311345646438
aged,01 IT-ET Glut,021 L4 RSP-ACA Glut,787,11,2.62079,3.9165144,0.5133418043202033
aged,01 IT-ET Glut,022 L5 ET CTX Glut,3793,20,3.3242838,4.44634,0.6488267861850777
aged,01 IT-ET Glut,023 SUB-ProS Glut,2813,16,4.067847,4.996282,0.745111980092428
aged,01 IT-ET Glut,024 L5 PPP Glut,307,8,3.7590833,4.9193134,0.6677524429967426
aged,01 IT-ET Glut,025 CA2-FC-IG Glut,57,11,1.8024969,0.0,0.3684210526315789
aged,02 NP-CT-L6b Glut,028 L6b/CT ENT Glut,9708,19,3.802159,5.1121664,0.6495673671199012
aged,02 NP-CT-L6b Glut,029 L6b CTX Glut,476,23,5.4756145,6.2814474,0.8487394957983193
aged,02 NP-CT-L6b Glut,030 L6 CT CTX Glut,21324,25,4.101328,5.218111,0.7059182142187207
aged,02 NP-CT-L6b Glut,031 CT SUB Glut,2938,17,4.920688,5.957885,0.775357385976855
aged,02 NP-CT-L6b Glut,032 L5 NP CTX Glut,6025,20,4.948309,6.096384,0.7573443983402489
aged,02 NP-CT-L6b Glut,033 NP SUB Glut,1262,19,3.6599102,5.041823,0.6378763866877971
aged,02 NP-CT-L6b Glut,034 NP PPP Glut,1080,12,4.7986417,5.9403896,0.7537037037037037
aged,03 OB-CR Glut,036 HPF CR Glut,808,34,2.9382157,0.0,0.3935643564356436
aged,04 DG-IMN Glut,037 DG Glut,6225,11,1.9653268,0.0,0.32835341365461845
aged,04 DG-IMN Glut,038 DG-PIR Ex IMN,1,1,0.0,0.0,0.0
aged,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,286,12,3.7147272,5.3982167,0.5559440559440559
aged,06 CTX-CGE GABA,046 Vip Gaba,5470,38,2.1945302,0.0,0.36416819012797075
aged,06 CTX-CGE GABA,047 Sncg Gaba,1859,36,2.06659,0.0,0.4050564819795589
aged,06 CTX-CGE GABA,048 RHP-COA Ndnf Gaba,368,30,2.1960964,0.0,0.43478260869565216
aged,06 CTX-CGE GABA,049 Lamp5 Gaba,3599,36,2.8785567,4.3610635,0.5087524312308974
aged,07 CTX-MGE GABA,050 Lamp5 Lhx6 Gaba,760,34,2.4168522,0.0,0.4368421052631579
aged,07 CTX-MGE GABA,051 Pvalb chandelier Gaba,610,34,3.2480338,4.774228,0.5672131147540984
aged,07 CTX-MGE GABA,052 Pvalb Gaba,4138,34,3.5148454,4.8490705,0.6237312711454809
aged,07 CTX-MGE GABA,053 Sst Gaba,5876,36,3.4754484,4.8131914,0.6170864533696392
aged,08 CNU-MGE GABA,054 STR Prox1 Lhx6 Gaba,253,23,4.111372,5.0950637,0.7272727272727273
aged,08 CNU-MGE GABA,055 STR Lhx8 Gaba,43,9,2.915363,0.0,0.4883720930232558
aged,08 CNU-MGE GABA,056 Sst Chodl Gaba,547,30,4.0928106,5.2413955,0.70018281535649
aged,08 CNU-MGE GABA,058 PAL-STR Gaba-Chol,79,9,4.570812,4.9767356,0.9367088607594937
aged,09 CNU-LGE GABA,059 GPe-SI Sox6 Cyp26b1 Gaba,43,8,3.7074535,5.051666,0.6744186046511628
aged,09 CNU-LGE GABA,061 STR D1 Gaba,9213,11,3.8048227,5.105887,0.6523390860740258
aged,09 CNU-LGE GABA,062 STR D2 Gaba,7326,14,3.155871,4.7368603,0.5475020475020475
aged,09 CNU-LGE GABA,063 STR D1 Sema5a Gaba,1378,9,4.015398,5.401602,0.6509433962264151
aged,11 CNU-HYa GABA,066 NDB-SI-ant Prdm12 Gaba,139,13,2.4707997,0.0,0.43884892086330934
aged,11 CNU-HYa GABA,076 MEA-BST Lhx6 Nfib Gaba,204,7,3.3897626,4.8720684,0.5882352941176471
aged,11 CNU-HYa GABA,085 SI-MPO-LPO Lhx8 Gaba,273,7,4.5155306,5.3082285,0.7728937728937729
aged,11 CNU-HYa GABA,086 MPO-ADP Lhx8 Gaba,167,11,4.959993,5.8515997,0.8083832335329342
aged,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,395,7,4.3954134,5.5556693,0.7088607594936709
aged,11 CNU-HYa GABA,090 BST-MPN Six3 Nrgn Gaba,930,9,4.897812,5.7683115,0.8161290322580645
aged,12 HY GABA,091 ARH-PVi Six6 Dopa-Gaba,133,5,4.210993,5.128986,0.7518796992481203
aged,12 HY GABA,092 TMv-PMv Tbx3 Hist-Gaba,50,6,5.5531983,5.9609957,0.94
aged,12 HY GABA,094 SCH Six6 Cdc14a Gaba,670,5,4.766486,5.9098372,0.7417910447761195
aged,12 HY GABA,095 DMH Prdm13 Gaba,554,5,4.960129,6.0733547,0.7635379061371841
aged,12 HY GABA,097 PVHd-SBPV Six3 Prox1 Gaba,1753,19,4.6302533,5.654159,0.768967484312607
aged,12 HY GABA,098 AHN-SBPV-PVHd Pdrm12 Gaba,889,5,4.6561165,5.6809735,0.7592800899887514
aged,12 HY GABA,099 SBPV-PVa Six6 Satb2 Gaba,681,6,4.74253,5.7316623,0.7738619676945668
aged,12 HY GABA,100 AHN Onecut3 Gaba,406,7,4.524943,5.5519934,0.7610837438423645
aged,12 HY GABA,102 DMH-LHA Gsx1 Gaba,497,6,4.8949246,5.8453794,0.8008048289738431
aged,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,100,5,5.2244287,5.94358,0.85
aged,12 HY GABA,104 TU-ARH Otp Six6 Gaba,680,5,4.488016,5.4955683,0.7676470588235295
aged,12 HY GABA,105 TMd-DMH Foxd2 Gaba,396,5,4.5140543,5.6775365,0.7323232323232324
aged,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,1762,8,4.430178,5.301132,0.7724177071509648
aged,12 HY GABA,107 DMH Hmx2 Gaba,1061,5,4.540318,5.589824,0.7577756833176249
aged,12 HY GABA,108 ARH-PVp Tbx3 Gaba,586,5,4.836071,5.7832375,0.7901023890784983
aged,13 CNU-HYa Glut,111 TRS-BAC Sln Glut,89,4,4.369321,5.7042584,0.6853932584269663
aged,13 CNU-HYa Glut,114 COAa-PAA-MEA Barhl2 Glut,51,9,3.9860356,5.0101357,0.7254901960784313
aged,13 CNU-HYa Glut,116 AVPV-MEPO-SFO Tbr1 Glut,366,7,3.8278248,4.9579644,0.6666666666666666
aged,13 CNU-HYa Glut,118 ADP-MPO Trp73 Glut,116,6,4.3950486,5.48687,0.75
aged,14 HY Glut,123 DMH Nkx2-4 Glut,881,5,4.683919,5.9812055,0.717366628830874
aged,14 HY Glut,124 MPN-MPO-PVpo Hmx2 Glut,1398,8,4.9799747,5.738061,0.8333333333333334
aged,14 HY Glut,125 DMH Hmx2 Glut,573,5,4.5751376,5.6832523,0.7556719022687609
aged,14 HY Glut,126 ARH-PVp Tbx3 Glut,584,5,5.235329,6.0146933,0.8441780821917808
aged,14 HY Glut,127 DMH-LHA Vgll2 Glut,207,7,4.4625893,5.5464373,0.748792270531401
aged,14 HY Glut,128 VMH Fezf1 Glut,321,6,4.941676,5.8547945,0.8130841121495327
aged,14 HY Glut,129 VMH Nr5a1 Glut,1655,7,5.4867797,6.181811,0.8706948640483384
aged,14 HY Glut,131 LHA-AHN-PVH Otp Trh Glut,254,9,4.186611,5.266897,0.7362204724409449
aged,14 HY Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,369,5,4.914547,5.730003,0.8292682926829268
aged,14 HY Glut,133 PVH-SO-PVa Otp Glut,875,8,4.383786,5.409209,0.7588571428571429
aged,14 HY Glut,134 PH-ant-LHA Otp Bsx Glut,174,5,4.7925625,5.5659313,0.8160919540229885
aged,14 HY Glut,135 STN-PSTN Pitx2 Glut,151,8,4.3000827,5.34511,0.7483443708609272
aged,14 HY Glut,136 PMv-TMv Pitx2 Glut,261,8,3.8621995,4.7729073,0.7279693486590039
aged,14 HY Glut,137 PH-an Pitx2 Glut,223,5,4.545702,5.424403,0.7668161434977578
aged,14 HY Glut,138 PH Pitx2 Glut,374,15,4.774479,5.5180182,0.8235294117647058
aged,14 HY Glut,140 PMd-LHA Foxb1 Glut,373,5,5.037787,5.9359975,0.8123324396782842
aged,14 HY Glut,141 PH-SUM Foxa1 Glut,596,15,4.2153373,5.336753,0.7197986577181208
aged,16 HY MM Glut,143 MM-ant Foxb1 Glut,777,6,5.2349653,6.077628,0.8391248391248392
aged,16 HY MM Glut,144 MM Foxb1 Glut,1142,7,5.412714,6.1576066,0.8555166374781086
aged,19 MB Glut,155 PRC-PAG Pax6 Glut,1438,30,4.614034,5.627802,0.7663421418636995
aged,19 MB Glut,156 MB-ant-ve Dmrta2 Glut,69,11,5.599178,6.0940537,0.927536231884058
aged,19 MB Glut,159 IF-RL-CLI-PAG Foxa1 Glut,660,16,4.668466,5.7901115,0.7454545454545455
aged,19 MB Glut,160 PAG-SC Neurod2 Meis2 Glut,463,6,4.8525486,6.043989,0.7473002159827213
aged,19 MB Glut,161 PAG Pou4f3 Glut,909,5,4.8381977,5.836279,0.7843784378437844
aged,19 MB Glut,162 CUN Evx2 Lhx2 Glut,594,6,4.831693,5.7302313,0.7962962962962963
aged,19 MB Glut,165 PAG-MRN Pou3f1 Glut,775,13,4.4270387,5.5384216,0.7419354838709677
aged,19 MB Glut,166 MRN Pou3f1 C1ql4 Glut,91,7,5.331249,5.923999,0.8791208791208791
aged,19 MB Glut,167 PRC-PAG Tcf7l2 Irx2 Glut,503,6,4.785989,5.766033,0.7773359840954275
aged,19 MB Glut,169 PAG-SC Pou4f1 Zic1 Glut,585,8,5.2640357,5.9699664,0.8547008547008547
aged,19 MB Glut,170 PAG-MRN Tfap2b Glut,1048,6,4.779846,5.721794,0.7881679389312977
aged,19 MB Glut,171 PAG Pou4f1 Bnc2 Glut,603,6,4.591473,5.6419983,0.7595356550580431
aged,19 MB Glut,172 PAG Pou4f1 Ebf2 Glut,2696,5,4.5391865,5.5860147,0.7548219584569733
aged,19 MB Glut,173 PAG Pou4f2 Glut,1925,6,4.494636,5.622897,0.7371428571428571
aged,19 MB Glut,174 PAG Pou4f2 Mesi2 Glut,1728,5,4.4648614,5.533168,0.7418981481481481
aged,19 MB Glut,176 SCig Foxb1 Glut,121,5,5.1882915,5.983591,0.8429752066115702
aged,19 MB Glut,179 SCdg-PAG Tfap2b Glut,206,5,4.2346654,5.2669287,0.7184466019417476
aged,19 MB Glut,182 CUN-PPN Evx2 Meis2 Glut,195,8,4.9595604,5.4853373,0.8512820512820513
aged,19 MB Glut,190 ND-INC Foxd2 Glut,196,11,4.8327913,5.5473137,0.8214285714285714
aged,20 MB GABA,191 PAG-MRN Rln3 Gaba,87,13,4.411653,5.369909,0.7816091954022989
aged,20 MB GABA,192 PPN-CUN-PCG Otp En1 Gaba,111,6,3.7902167,5.1871877,0.6486486486486487
aged,20 MB GABA,193 MRN-PPN-CUN Pax8 Gaba,252,9,5.3262095,6.395899,0.8015873015873016
