cluster_alias,cluster,supertype,subclass,class,neurotransmitter,n_cells,mean_Kif13a,median_Kif13a,fraction_expressing
362,0288 CA1-ProS Glut_4,0072 CA1-ProS Glut_4,016 CA1-ProS Glut,01 IT-ET Glut,Glut,30,2.4553983,3.7098658,0.5333333333333333
363,0292 CA1-ProS Glut_5,0073 CA1-ProS Glut_5,016 CA1-ProS Glut,01 IT-ET Glut,Glut,70,4.6380963,5.372673,0.8285714285714286
364,0281 CA1-ProS Glut_3,0071 CA1-ProS Glut_3,016 CA1-ProS Glut,01 IT-ET Glut,Glut,143,4.9233847,5.3877773,0.8881118881118881
365,0391 SUB-ProS Glut_2,0097 SUB-ProS Glut_2,023 SUB-ProS Glut,01 IT-ET Glut,Glut,187,4.3973565,5.293803,0.7967914438502673
366,0253 ENTmv-PA-COAp Glut_1,0066 ENTmv-PA-COAp Glut_1,015 ENTmv-PA-COAp Glut,01 IT-ET Glut,Glut,234,4.3492327,5.2820673,0.7649572649572649
367,0276 CA1-ProS Glut_2,0070 CA1-ProS Glut_2,016 CA1-ProS Glut,01 IT-ET Glut,Glut,128,3.1569474,4.213665,0.6484375
368,0282 CA1-ProS Glut_3,0071 CA1-ProS Glut_3,016 CA1-ProS Glut,01 IT-ET Glut,Glut,43,4.63386,5.0494623,0.8837209302325582
369,0283 CA1-ProS Glut_3,0071 CA1-ProS Glut_3,016 CA1-ProS Glut,01 IT-ET Glut,Glut,33,3.333614,4.41217,0.6363636363636364
370,0277 CA1-ProS Glut_2,0070 CA1-ProS Glut_2,016 CA1-ProS Glut,01 IT-ET Glut,Glut,91,3.56179,4.4890294,0.6923076923076923
371,0396 SUB-ProS Glut_3,0098 SUB-ProS Glut_3,023 SUB-ProS Glut,01 IT-ET Glut,Glut,62,4.294466,5.153861,0.8064516129032258
372,0387 SUB-ProS Glut_1,0096 SUB-ProS Glut_1,023 SUB-ProS Glut,01 IT-ET Glut,Glut,225,4.10621,4.925389,0.7688888888888888
373,0392 SUB-ProS Glut_2,0097 SUB-ProS Glut_2,023 SUB-ProS Glut,01 IT-ET Glut,Glut,80,3.2823982,4.1828985,0.65
374,0393 SUB-ProS Glut_2,0097 SUB-ProS Glut_2,023 SUB-ProS Glut,01 IT-ET Glut,Glut,32,3.872769,4.788115,0.78125
375,0397 SUB-ProS Glut_3,0098 SUB-ProS Glut_3,023 SUB-ProS Glut,01 IT-ET Glut,Glut,33,3.2470818,4.1448193,0.6666666666666666
376,0295 CA1-ProS Glut_6,0074 CA1-ProS Glut_6,016 CA1-ProS Glut,01 IT-ET Glut,Glut,33,2.6199663,3.8997207,0.5454545454545454
381,0350 L5 ET CTX Glut_1,0090 L5 ET CTX Glut_1,022 L5 ET CTX Glut,01 IT-ET Glut,Glut,1,0.0,0.0,0.0
383,0359 L5 ET CTX Glut_2,0091 L5 ET CTX Glut_2,022 L5 ET CTX Glut,01 IT-ET Glut,Glut,1,4.453777,4.453777,1.0
389,0361 L5 ET CTX Glut_2,0091 L5 ET CTX Glut_2,022 L5 ET CTX Glut,01 IT-ET Glut,Glut,3,5.6415267,5.962485,1.0
392,0379 L5 ET CTX Glut_6,0095 L5 ET CTX Glut_6,022 L5 ET CTX Glut,01 IT-ET Glut,Glut,17,3.459722,4.310535,0.6470588235294118
394,0371 L5 ET CTX Glut_4,0093 L5 ET CTX Glut_4,022 L5 ET CTX Glut,01 IT-ET Glut,Glut,3,3.2255208,4.8062673,0.6666666666666666
407,0380 L5 ET CTX Glut_6,0095 L5 ET CTX Glut_6,022 L5 ET CTX Glut,01 IT-ET Glut,Glut,39,4.46757,5.1366057,0.8205128205128205
410,0381 L5 ET CTX Glut_6,0095 L5 ET CTX Glut_6,022 L5 ET CTX Glut,01 IT-ET Glut,Glut,3,5.0959983,5.3772855,1.0
412,0347 L4 RSP-ACA Glut_1,0089 L4 RSP-ACA Glut_1,021 L4 RSP-ACA Glut,01 IT-ET Glut,Glut,1,0.0,0.0,0.0
414,0302 CA3 Glut_2,0076 CA3 Glut_2,017 CA3 Glut,01 IT-ET Glut,Glut,20,3.91507,5.4904766,0.65
415,0303 CA3 Glut_2,0076 CA3 Glut_2,017 CA3 Glut,01 IT-ET Glut,Glut,48,3.034104,4.133939,0.5833333333333334
416,0311 CA3 Glut_3,0077 CA3 Glut_3,017 CA3 Glut,01 IT-ET Glut,Glut,41,2.4644,3.8388174,0.5365853658536586
