cluster_alias,cluster,supertype,subclass,class,neurotransmitter,n_cells,mean_Kif13a,median_Kif13a,fraction_expressing
4279,4053 PB Evx2 Glut_4,0917 PB Evx2 Glut_4,222 PB Evx2 Glut,23 P Glut,Glut,1,5.6081004,5.6081004,1.0
4282,4054 PB Evx2 Glut_4,0917 PB Evx2 Glut_4,222 PB Evx2 Glut,23 P Glut,Glut,1,4.998444,4.998444,1.0
4284,4076 PB Evx2 Glut_8,0921 PB Evx2 Glut_8,222 PB Evx2 Glut,23 P Glut,Glut,1,7.1534953,7.1534953,1.0
4292,3966 PB Pax5 Glut_1,0904 PB Pax5 Glut_1,220 PB Pax5 Glut,23 P Glut,Glut,1,6.03126,6.03126,1.0
4297,3970 PB Pax5 Glut_1,0904 PB Pax5 Glut_1,220 PB Pax5 Glut,23 P Glut,Glut,2,3.087349,3.087349,0.5
4488,3064 PAG-MRN Tfap2b Glut_1,0733 PAG-MRN Tfap2b Glut_1,170 PAG-MRN Tfap2b Glut,19 MB Glut,Glut,1,0.0,0.0,0.0
4541,3309 IC Tfap2d Maf Glut_4,0773 IC Tfap2d Maf Glut_4,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,1,5.9276047,5.9276047,1.0
4558,3311 IC Tfap2d Maf Glut_4,0773 IC Tfap2d Maf Glut_4,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,4,3.2222528,2.9907572,0.5
4560,3316 IC Tfap2d Maf Glut_6,0775 IC Tfap2d Maf Glut_6,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,4,5.3507547,6.8084974,0.75
4562,3305 IC Tfap2d Maf Glut_3,0772 IC Tfap2d Maf Glut_3,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,1,0.0,0.0,0.0
4563,3306 IC Tfap2d Maf Glut_3,0772 IC Tfap2d Maf Glut_3,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,15,4.222103,5.267665,0.7333333333333333
4566,3308 IC Tfap2d Maf Glut_3,0772 IC Tfap2d Maf Glut_3,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,5,4.9495916,6.1899157,0.8
4568,3313 IC Tfap2d Maf Glut_4,0773 IC Tfap2d Maf Glut_4,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,1,0.0,0.0,0.0
4570,3319 IC Tfap2d Maf Glut_6,0775 IC Tfap2d Maf Glut_6,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,3,7.284,7.0631967,1.0
4577,3293 IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,6,6.700758,6.6151123,1.0
4578,3294 IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,1,0.0,0.0,0.0
4579,3295 IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,2,6.1441307,6.1441307,1.0
