subclass,class,neurotransmitter,n_cells,mean_Kif13a,median_Kif13a,fraction_expressing
054 STR Prox1 Lhx6 Gaba,08 CNU-MGE GABA,GABA,1,0.0,0.0,0.0
056 Sst Chodl Gaba,08 CNU-MGE GABA,GABA,48,2.851073,4.083353,0.5208333333333334
060 OT D3 Folh1 Gaba,09 CNU-LGE GABA,GABA,3,1.9435338,0.0,0.3333333333333333
061 STR D1 Gaba,09 CNU-LGE GABA,GABA,7,5.114787,6.008842,0.8571428571428571
062 STR D2 Gaba,09 CNU-LGE GABA,GABA,21,3.4859064,5.351429,0.5714285714285714
063 STR D1 Sema5a Gaba,09 CNU-LGE GABA,GABA,1,6.2807508,6.2807508,1.0
064 STR-PAL Chst9 Gaba,09 CNU-LGE GABA,GABA,29,2.9548118,0.0,0.4482758620689655
095 DMH Prdm13 Gaba,12 HY GABA,GABA,1,0.0,0.0,0.0
143 MM-ant Foxb1 Glut,16 HY MM Glut,Glut,1,6.732702,6.732702,1.0
318 Astro-NT NN,30 Astro-Epen,,18,2.9736118,0.0,0.3888888888888889
319 Astro-TE NN,30 Astro-Epen,,44117,3.9396288,6.3256726,0.5302264433211687
319 Astro-TE NN,30 Astro-Epen,Glut,551,2.320287,0.0,0.3339382940108893
320 Astro-OLF NN,30 Astro-Epen,,1,0.0,0.0,0.0
323 Ependymal NN,30 Astro-Epen,,4,1.9218128,0.0,0.25
326 OPC NN,31 OPC-Oligo,,14676,7.3337584,8.108313,0.8956118833469611
327 Oligo NN,31 OPC-Oligo,,23797,7.946485,8.587978,0.927637937555154
329 ABC NN,33 Vascular,,14,3.5629032,3.1407852,0.5
330 VLMC NN,33 Vascular,,1177,3.2032104,0.0,0.42225998300764656
331 Peri NN,33 Vascular,,3874,2.69773,0.0,0.3286009292720702
332 SMC NN,33 Vascular,,2082,4.5127835,7.057412,0.5701248799231509
333 Endo NN,33 Vascular,,16110,3.7010214,0.0,0.4750465549348231
334 Microglia NN,34 Immune,,21530,3.7116237,0.0,0.46084533209475154
335 BAM NN,34 Immune,,1198,3.9434736,6.2344255,0.5058430717863105
